Id,Predicted
0,262.87872
1,487.66348
2,430.32214
3,538.40454
4,294.42133
5,571.7312
6,396.5823
7,643.955
8,257.11243
9,583.49854
10,215.04904
11,665.6588
12,345.39648
13,645.7046
14,338.67667
15,526.023
16,345.77963
17,594.61426
18,417.2387
19,649.2637
20,482.36786
21,453.7953
22,380.17236
23,749.47015
24,259.10962
25,501.6003
26,275.08102
27,685.47076
28,482.96387
29,486.6166
30,444.72308
31,544.8421
32,409.48737
33,667.36646
34,314.47208
35,515.3158
36,306.32574
37,508.21368
38,388.47705
39,511.04752
40,564.6901
41,617.4603
42,405.79984
43,596.25903
44,330.7068
45,452.2814
46,333.4191
47,573.28064
48,305.31482
49,664.2961
50,452.5053
51,473.72452
52,481.36926
53,523.4133
54,390.3015
55,537.52264
56,389.1436
57,553.0585
58,341.23154
59,605.86304
60,392.973
61,600.469
62,310.99133
63,450.38953
64,391.50998
65,610.2129
66,398.7602
67,660.3836
68,433.43045
69,571.911
70,496.24002
71,518.60095
72,254.08969
73,545.7269
74,418.044
75,598.2443
76,394.04507
77,664.2136
78,380.77448
79,464.3026
80,351.0028
81,525.231
82,383.3262
83,539.9754
84,435.16043
85,645.3054
86,463.5879
87,610.55664
88,394.0966
89,558.9346
90,339.70795
91,555.76746
92,291.84357
93,503.78375
94,287.49768
95,546.98267
96,438.77948
97,571.26654
98,372.87366
99,632.2732
100,362.9087
101,371.93854
102,414.54712
103,600.59814
104,395.56012
105,690.46204
106,413.52383
107,675.8618
108,227.68913
109,452.5092
110,407.4316
111,630.06177
112,490.93628
113,517.6452
114,409.30536
115,579.0066
116,319.39655
117,578.38794
118,332.3053
119,584.8574
120,194.54668
121,611.3505
122,330.85193
123,593.41797
124,346.2761
125,675.6935
126,298.37915
127,700.8027
128,381.89093
129,712.6229
130,328.41656
131,695.3055
132,380.09177
133,562.2975
134,298.56924
135,674.8429
136,1111.145
137,820.39154
138,1145.2598
139,906.2728
140,1177.0056
141,796.56354
142,1268.9724
143,893.5215
144,996.9551
145,910.6173
146,802.8843
147,1105.765
148,1065.315
149,1078.5083
150,1076.448
151,992.77765
152,1125.8948
153,937.1192
154,1394.4723
155,1178.3411
156,1309.8574
157,866.22687
158,1410.157
159,1201.9138
160,1032.8623
161,891.6024
162,1045.7085
163,1054.436
164,1416.528
165,940.03296
166,1412.3625
167,916.39624
168,1259.1316
169,997.0778
170,1263.7429
171,949.73193
172,1038.7974
173,861.2262
174,1326.8923
175,796.85986
176,1361.0133
177,1034.7545
178,1092.3411
179,1015.89795
180,1280.0283
181,805.0216
182,1025.2288
183,990.09595
184,1176.7701
185,1070.6912
186,1145.8843
187,825.89557
188,1432.3315
189,952.18384
190,1221.0415
191,869.8988
192,1066.206
193,852.53174
194,1232.5867
195,850.9691
196,1290.6953
197,1018.6698
198,1050.1458
199,828.84546
200,1334.4116
201,958.4195
202,1116.9766
203,996.7853
204,1351.7805
205,908.6865
206,1447.9993
207,948.0945
208,1042.6213
209,939.6255
210,1294.3403
211,1001.5875
212,1301.7168
213,1047.0967
214,1098.7428
215,809.57104
216,1127.2346
217,927.1373
218,1327.633
219,886.3373
220,1247.1604
221,1037.8973
222,1328.3132
223,889.2689
224,1263.9392
225,867.6278
226,1195.8892
227,935.7438
228,1117.958
229,939.9536
230,1193.8962
231,909.4204
232,1386.72
233,972.1382
234,1039.838
235,1118.5092
236,1361.9917
237,845.0497
238,1195.9373
239,1018.58234
240,1278.5752
241,1088.3314
242,1209.5314
243,1185.3186
244,1042.0022
245,958.65027
246,1048.0223
247,881.1256
248,1209.9092
249,887.3086
250,1295.2588
251,1025.8674
252,1061.5889
253,978.7626
254,1213.9894
255,923.6981
256,886.36
257,869.6661
258,1101.9893
259,936.9239
260,1219.7075
261,1102.0737
262,1019.91626
263,1066.6335
264,1124.4252
265,1125.2673
266,1160.2089
267,983.20654
268,1253.3433
269,866.88043
270,1073.2162
271,1083.8608
272,274.79138
273,203.07129
274,302.81223
275,249.78769
276,280.52692
277,182.1883
278,318.482
279,194.63068
280,250.56288
281,221.97723
282,214.81674
283,295.30823
284,286.7705
285,268.62866
286,265.29608
287,223.99673
288,296.62805
289,211.3057
290,360.71368
291,296.1995
292,334.6402
293,191.61148
294,360.22565
295,318.62808
296,260.63416
297,208.90343
298,283.75928
299,272.06525
300,367.58514
301,205.3426
302,367.92743
303,202.91917
304,329.37494
305,237.09862
306,320.6584
307,213.2672
308,254.81944
309,192.70764
310,345.93613
311,180.64183
312,371.07172
313,263.4851
314,283.45776
315,233.03177
316,333.1967
317,186.53673
318,281.5998
319,227.59189
320,298.22632
321,263.58487
322,319.07156
323,179.09366
324,380.69876
325,219.81331
326,325.1499
327,184.53494
328,280.95255
329,188.31349
330,320.7013
331,195.87743
332,338.73807
333,238.04984
334,265.7282
335,168.03055
336,353.72388
337,238.0675
338,307.02814
339,233.71317
340,358.82132
341,225.3166
342,375.7621
343,214.90225
344,257.83533
345,220.52454
346,315.7279
347,244.48175
348,330.29724
349,265.643
350,297.29572
351,190.71822
352,293.67752
353,211.87572
354,352.8761
355,199.14331
356,336.0938
357,247.76445
358,346.9558
359,203.76872
360,326.238
361,216.63074
362,304.27557
363,209.0733
364,274.35355
365,218.85663
366,300.77826
367,220.21071
368,356.9793
369,237.34862
370,282.07776
371,263.26428
372,341.66733
373,176.72743
374,324.23206
375,250.55896
376,338.38367
377,276.51404
378,331.2862
379,290.2875
380,268.94852
381,217.94713
382,303.18915
383,197.57399
384,309.88245
385,200.3936
386,349.1104
387,257.419
388,275.3858
389,252.63487
390,303.63647
391,228.92491
392,234.67892
393,208.39694
394,284.08188
395,221.5296
396,321.12613
397,276.69623
398,265.8653
399,266.46802
