Id,Predicted
0,3.940317e+16
1,2.0027824e+17
2,4.056369e+16
3,2.4891304e+17
4,3.7883304e+16
5,1.5459647e+17
6,6.105473e+16
7,1.7222312e+17
8,4.097104e+16
9,1.8634358e+17
10,4.845142e+16
11,1.757317e+17
12,3.1739914e+16
13,2.1859112e+17
14,3.513404e+16
15,1.39670515e+17
16,3.4059872e+16
17,2.3437872e+17
18,5.1496203e+16
19,1.807818e+17
20,4.7712285e+16
21,2.2305564e+17
22,4.985984e+16
23,1.6768748e+17
24,4.0653343e+16
25,1.7838717e+17
26,2.8277356e+16
27,1.6336473e+17
28,3.4635409e+16
29,1.8058542e+17
30,4.536978e+16
31,1.31723915e+17
32,4.957875e+16
33,1.7774092e+17
34,3.490418e+16
35,1.1513965e+17
36,3.2765739e+16
37,1.0013445e+17
38,3.341491e+16
39,1.6966423e+17
40,4.306703e+16
41,1.5661241e+17
42,2.4440374e+16
43,1.6054024e+17
44,4.208206e+16
45,1.596776e+17
46,3.987001e+16
47,1.086538e+17
48,5.309763e+16
49,1.6105583e+17
50,3.936353e+16
51,1.9281955e+17
52,2.121875e+16
53,1.5021028e+17
54,3.4460644e+16
55,1.7045444e+17
56,2.7031302e+16
57,1.7099684e+17
58,4.2915597e+16
59,1.646659e+17
60,2.5801372e+16
61,1.3526605e+17
62,3.5368113e+16
63,1.7250994e+17
64,3.8156167e+16
65,1.6248813e+17
66,4.0660773e+16
67,1.1934809e+17
68,4.4088926e+16
69,1.6733208e+17
70,4.5516513e+16
71,1.7023402e+17
72,2.2609155e+16
73,1.8961794e+17
74,3.3374232e+16
75,1.203593e+17
76,2.5210382e+16
77,1.4159962e+17
78,3.7759497e+16
79,1.3470155e+17
80,4.1749165e+16
81,1.6027746e+17
82,3.8129444e+16
83,1.4201188e+17
84,4.9024406e+16
85,1.3776273e+17
86,4.732535e+16
87,1.6366825e+17
88,3.604998e+16
89,1.1944947e+17
90,3.887304e+16
91,1.395543e+17
92,2.9588457e+16
93,1.9320362e+17
94,4.658772e+16
95,1.7555012e+17
96,3.4702382e+16
97,2.4063659e+17
98,3.1278245e+16
99,2.174355e+17
100,4.1369048e+16
101,1.523926e+17
102,5.0102275e+16
103,1.9570907e+17
104,4.0589786e+16
105,2.2575515e+17
106,4.1673797e+16
107,1.4766774e+17
108,4.1007536e+16
109,1.859446e+17
110,4.5632035e+16
111,1.7759205e+17
112,3.6072485e+16
113,2.0419862e+17
114,4.1951256e+16
115,1.7830947e+17
116,4.5881907e+16
117,1.2874561e+17
118,3.2749867e+16
119,1.6985001e+17
120,3.2373312e+16
121,1.7279004e+17
122,4.223e+16
123,1.8453263e+17
124,4.7879522e+16
125,2.0624455e+17
126,4.938989e+16
127,2.258556e+17
128,4.329502e+16
129,1.6406215e+17
130,1.7172824e+16
131,2.2137827e+17
132,2.6687686e+16
133,1.6362827e+17
134,3.1777035e+16
135,2.1381883e+17
136,4302914600000000.0
137,1195003900000000.0
138,4343766400000000.0
139,1247548300000000.0
140,3988502300000000.0
141,945364400000000.0
142,4733315400000000.0
143,1198652500000000.0
144,4795813000000000.0
145,1228058500000000.0
146,5101860000000000.0
147,1049062900000000.0
148,4937705400000000.0
149,1068683560000000.0
150,3920432000000000.0
151,919718660000000.0
152,5426143600000000.0
153,1364715000000000.0
154,4305419400000000.0
155,1096113840000000.0
156,4397492500000000.0
157,1351326600000000.0
158,5469316600000000.0
159,980018700000000.0
160,4194068900000000.0
161,1106510600000000.0
162,4471768600000000.0
163,1184948600000000.0
164,4597084400000000.0
165,1159455300000000.0
166,4474570200000000.0
167,1034492600000000.0
168,4610623000000000.0
169,949904300000000.0
170,3494070800000000.0
171,969342850000000.0
172,3560552600000000.0
173,854964100000000.0
174,4301222000000000.0
175,1126211800000000.0
176,4065027600000000.0
177,865361600000000.0
178,3753518500000000.0
179,1041056250000000.0
180,4725175400000000.0
181,969967000000000.0
182,4812664000000000.0
183,1113220900000000.0
184,5052722000000000.0
185,954701840000000.0
186,5089149700000000.0
187,1116101300000000.0
188,3847431400000000.0
189,870093900000000.0
190,4598978000000000.0
191,1043308700000000.0
192,4270013300000000.0
193,1102272800000000.0
194,4247218300000000.0
195,1041132350000000.0
196,4514934600000000.0
197,930386900000000.0
198,3866662200000000.0
199,1170087500000000.0
200,4295481300000000.0
201,1111450160000000.0
202,5455849000000000.0
203,832376340000000.0
204,5749755000000000.0
205,1151779100000000.0
206,4763393600000000.0
207,1275552000000000.0
208,3484056300000000.0
209,792418500000000.0
210,3868653100000000.0
211,925510100000000.0
212,3539994200000000.0
213,962149650000000.0
214,4240952400000000.0
215,944916500000000.0
216,3834812800000000.0
217,1082329400000000.0
218,4441953000000000.0
219,1027938600000000.0
220,4692199000000000.0
221,929848940000000.0
222,4985824600000000.0
223,820243100000000.0
224,4412354700000000.0
225,902075940000000.0
226,4257913300000000.0
227,896827500000000.0
228,4071043500000000.0
229,1150699700000000.0
230,5093704500000000.0
231,1105165400000000.0
232,4637828000000000.0
233,1105150700000000.0
234,3898736400000000.0
235,1187005900000000.0
236,4130881600000000.0
237,1067805300000000.0
238,4925194700000000.0
239,1111436400000000.0
240,4046165700000000.0
241,1033882600000000.0
242,5034397000000000.0
243,1071339700000000.0
244,4811866000000000.0
245,1070010000000000.0
246,4707009300000000.0
247,1147641400000000.0
248,4000149700000000.0
249,1105336950000000.0
250,5439140700000000.0
251,1274254700000000.0
252,5360938500000000.0
253,937330640000000.0
254,4913360000000000.0
255,1047697500000000.0
256,4583958500000000.0
257,1148120900000000.0
258,4659474700000000.0
259,1131297900000000.0
260,5584824400000000.0
261,1228675400000000.0
262,5024905600000000.0
263,1239923500000000.0
