Id,Predicted
0,41.834816
1,409.05447
2,41.876823
3,463.59943
4,41.86579
5,524.90717
6,41.96809
7,570.2742
8,42.050533
9,623.2117
10,42.111343
11,669.46606
12,42.17077
13,718.0215
14,42.29395
15,754.3116
16,42.506702
17,769.5957
18,42.81466
19,771.0115
20,43.151546
21,758.54987
22,43.48751
23,730.39453
24,43.782852
25,697.21
26,43.936882
27,641.5718
28,43.978706
29,573.06256
30,43.986614
31,482.47488
32,43.988228
33,406.7098
34,41.878376
35,348.79404
36,41.953823
37,330.93964
38,42.04053
39,336.24713
40,42.17007
41,357.10126
42,42.250053
43,364.13
44,42.470566
45,372.30994
46,42.746605
47,351.5901
48,42.96785
49,354.00513
50,43.24045
51,368.82886
52,43.475086
53,389.70847
54,42.360558
55,429.70645
56,42.34343
57,469.75134
58,42.234756
59,500.61884
60,42.22158
61,537.55963
62,42.09308
63,566.16724
64,42.222065
65,576.0054
66,42.33502
67,585.6283
68,42.40759
69,584.9011
70,42.51257
71,583.97095
72,41.988815
73,415.40448
74,42.060535
75,401.66907
76,42.212994
77,400.84656
78,42.246525
79,426.12918
80,42.138096
81,438.9127
82,42.059826
83,422.63004
84,42.746246
85,441.42737
86,42.87913
87,424.753
88,43.028893
89,423.13403
90,43.149696
91,442.6953
92,43.020287
93,456.93802
94,42.87584
95,454.06305
96,42.198677
97,650.1837
98,42.174934
99,628.6769
100,42.229103
101,617.7711
102,42.284363
103,629.8556
104,42.404255
105,626.9526
106,42.614037
107,645.529
108,42.787407
109,671.6659
110,42.602062
111,683.3422
112,42.440453
113,680.9169
114,42.34008
115,683.59
116,42.26447
117,677.1735
118,42.213936
119,669.4948
120,42.24958
121,650.91125
122,42.235107
123,644.19446
124,42.31989
125,653.3268
126,42.45246
127,652.0115
128,42.692368
129,662.6582
130,42.44191
131,648.668
132,42.29873
133,651.7214
134,42.25913
135,642.376
136,476.0959
137,668.53705
138,476.07498
139,800.68835
140,476.0581
141,948.917
142,476.0694
143,1096.5168
144,476.12848
145,1244.9719
146,476.2619
147,1374.2405
148,476.46252
149,1509.3699
150,476.7483
151,1658.0898
152,477.14984
153,1707.9683
154,477.5043
155,1687.1145
156,477.70334
157,1581.5093
158,477.888
159,1488.151
160,478.05057
161,1393.136
162,478.2316
163,1307.2161
164,478.3337
165,1242.9707
166,478.4643
167,1133.9255
168,478.51166
169,1008.6757
170,476.53455
171,740.7822
172,476.76187
173,696.9853
174,477.12036
175,684.38275
176,477.40207
177,734.70776
178,477.67087
179,792.1246
180,478.11926
181,853.1906
182,478.30792
183,838.9724
184,478.4625
185,836.0051
186,478.66214
187,848.32776
188,478.74838
189,905.36536
190,477.8848
191,934.0716
192,477.84152
193,1049.2937
194,477.83206
195,1154.7523
196,477.7934
197,1268.6453
198,477.27637
199,1238.1553
200,477.4775
201,1293.1422
202,477.6689
203,1351.1077
204,477.8631
205,1309.3757
206,478.03214
207,1278.5039
208,476.8863
209,837.453
210,477.10135
211,851.64075
212,477.23843
213,874.6339
214,477.40103
215,893.7218
216,477.2683
217,889.7794
218,477.0661
219,874.49664
220,478.06943
221,974.3038
222,478.26584
223,959.8201
224,478.35345
225,961.8402
226,478.46628
227,998.3496
228,478.38852
229,1000.8665
230,478.22327
231,978.7689
232,476.79092
233,1263.7144
234,477.08704
235,1329.4026
236,477.39566
237,1363.4523
238,477.48492
239,1402.3062
240,477.63126
241,1403.4744
242,477.7973
243,1381.8289
244,477.9736
245,1382.0476
246,477.73285
247,1478.9865
248,477.48648
249,1526.4022
250,477.3663
251,1534.742
252,477.2337
253,1507.8655
254,477.01404
255,1407.3844
256,476.84515
257,1300.1573
258,477.39398
259,1387.7937
260,477.47464
261,1413.8179
262,477.6075
263,1424.0203
264,477.8875
265,1400.052
266,477.54883
267,1473.0062
268,477.41464
269,1471.7352
270,477.2603
271,1439.0151
272,121.14925
273,182.81126
274,121.17854
275,221.32738
276,121.22776
277,253.84465
278,121.278336
279,292.2494
280,121.39946
281,326.21945
282,121.61019
283,347.5163
284,121.85324
285,370.1433
286,122.19374
287,385.5057
288,122.56355
289,389.22556
290,122.90642
291,382.05542
292,123.196396
293,365.9435
294,123.42907
295,344.2808
296,123.57621
297,314.12836
298,123.67209
299,274.00113
300,123.70016
301,243.24446
302,123.71843
303,199.41939
304,123.71833
305,159.99146
306,121.334656
307,131.70291
308,121.46272
309,114.17362
310,121.66509
311,99.82754
312,121.93713
313,101.59384
314,122.20733
315,106.73202
316,122.64515
317,103.36708
318,122.817986
319,94.48697
320,123.11638
321,91.98665
322,123.34432
323,96.57843
324,123.49196
325,113.29142
326,122.44047
327,137.86035
328,122.40748
329,163.80478
330,122.43585
331,193.31483
332,122.46139
333,215.30016
334,122.23774
335,240.15558
336,122.358376
337,247.17157
338,122.44559
339,248.75452
340,122.605736
341,239.02997
342,122.70452
343,240.43477
344,121.631226
345,148.75851
346,121.78862
347,141.01608
348,121.93585
349,136.99371
350,122.032326
351,145.45505
352,121.94909
353,148.72467
354,121.75914
355,152.96902
356,122.75339
357,147.39984
358,122.87759
359,128.18845
360,123.050415
361,127.68642
362,123.1491
363,135.6001
364,123.10303
365,146.79552
366,122.92106
367,149.7815
368,122.016785
369,298.47623
370,122.195496
371,280.90607
372,122.35955
373,281.0288
374,122.47497
375,283.62164
376,122.59233
377,276.36395
378,122.76511
379,281.022
380,122.95188
381,285.50073
382,122.80378
383,302.56482
384,122.62627
385,308.34988
386,122.52528
387,306.78143
388,122.36149
389,308.07422
390,122.21668
391,307.48605
392,122.07061
393,299.10333
394,122.40874
395,287.47327
396,122.48226
397,293.78998
398,122.630165
399,287.63287
400,122.86588
401,287.06772
402,122.61849
403,292.4554
404,122.50678
405,294.98145
406,122.36593
407,291.99643
408,234.32957
409,519.28613
410,234.36812
411,621.08093
412,234.45741
413,730.7997
414,234.50185
415,816.8447
416,234.65782
417,883.00806
418,234.87225
419,937.7201
420,235.08488
421,986.5828
422,235.28514
423,1026.7446
424,235.53198
425,1044.752
426,235.82396
427,1034.2854
428,236.04073
429,989.40717
430,236.26303
431,954.57666
432,236.46701
433,879.48047
434,236.6437
435,781.7846
436,236.72229
437,705.6205
438,236.77945
439,587.72906
440,236.81595
441,496.46524
442,234.46652
443,511.39734
444,234.6745
445,471.9613
446,234.92848
447,475.7232
448,235.21362
449,479.63837
450,235.48132
451,512.0549
452,235.82196
453,528.5742
454,236.01743
455,494.64886
456,236.26639
457,468.82422
458,236.50902
459,478.6361
460,236.6973
461,515.5226
462,235.64658
463,588.86646
464,235.65523
465,670.14636
466,235.68314
467,723.0301
468,235.66864
469,765.5535
470,235.36932
471,812.3179
472,235.46774
473,817.2954
474,235.65701
475,819.0439
476,235.805
477,813.4922
478,235.94449
479,815.4899
480,234.75067
481,591.5089
482,234.9421
483,557.9565
484,235.11253
485,556.9239
486,235.26654
487,622.11707
488,235.13176
489,613.5172
490,234.91779
491,605.4826
492,235.90211
493,613.62085
494,236.0906
495,572.48584
496,236.27948
497,564.6914
498,236.41425
499,578.92957
500,236.30136
501,593.4739
502,236.12964
503,607.2938
504,235.1131
505,871.8138
506,235.32782
507,886.93854
508,235.52701
509,877.76996
510,235.66335
511,879.4571
512,235.78839
513,859.4441
514,235.96538
515,875.0699
516,236.20512
517,868.58093
518,236.00684
519,921.232
520,235.80743
521,964.9635
522,235.67648
523,975.9431
524,235.46497
525,965.155
526,235.32979
527,941.3425
528,235.15623
529,886.18304
530,235.50475
531,894.5856
532,235.64317
533,898.23193
534,235.81656
535,902.0454
536,236.12317
537,872.32056
538,235.77644
539,913.3442
540,235.64731
541,924.0326
542,235.5359
543,910.9656
544,382.2366
545,676.29114
546,382.27698
547,800.29126
548,382.34268
549,911.96606
550,382.4179
551,1019.3949
552,382.53748
553,1148.7422
554,382.74997
555,1233.2625
556,382.9926
557,1307.1837
558,383.30652
559,1350.4531
560,383.63278
561,1361.3778
562,383.91165
563,1351.0647
564,384.12222
565,1266.3778
566,384.3567
567,1196.1028
568,384.49133
569,1093.9747
570,384.5758
571,971.3063
572,384.6037
573,877.03534
574,384.63852
575,737.1312
576,384.60715
577,635.7035
578,382.4243
579,619.2827
580,382.55682
581,557.58044
582,382.77707
583,531.5565
584,383.03177
585,530.3253
586,383.3197
587,572.4408
588,383.67804
589,564.6418
590,383.8873
591,520.3684
592,384.0807
593,498.77695
594,384.29086
595,522.1957
596,384.45804
597,559.08887
598,383.5403
599,656.80884
600,383.53616
601,737.766
602,383.57022
603,821.65155
604,383.58752
605,878.7149
606,383.30246
607,955.016
608,383.46875
609,979.8014
610,383.65585
611,979.7966
612,383.75598
613,967.679
614,383.81543
615,949.2438
616,382.70786
617,695.7169
618,382.83337
619,648.75183
620,382.98053
621,653.37555
622,383.14212
623,678.86096
624,383.0175
625,694.0785
626,382.832
627,694.7731
628,383.79248
629,679.292
630,383.9309
631,628.81824
632,384.13446
633,614.6458
634,384.24854
635,646.547
636,384.10403
637,661.83044
638,383.96188
639,666.2648
640,383.09726
641,1089.2595
642,383.2793
643,1076.9973
644,383.4449
645,1055.9312
646,383.57687
647,1049.2697
648,383.7037
649,1042.836
650,383.85025
651,1050.4993
652,384.02957
653,1077.1406
654,383.85352
655,1119.0385
656,383.75046
657,1134.9417
658,383.65753
659,1170.4792
660,383.47794
661,1174.5923
662,383.31384
663,1150.1311
664,383.17984
665,1111.6716
666,383.4713
667,1080.3933
668,383.62967
669,1090.6456
670,383.7496
671,1083.1416
672,383.9834
673,1084.6544
674,383.75623
675,1094.0653
676,383.5677
677,1102.6138
678,383.4889
679,1128.7373
680,197.87993
681,530.9988
682,197.81686
683,586.2816
684,197.81497
685,633.66846
686,197.90099
687,681.5284
688,197.9586
689,727.0388
690,198.13823
691,765.46265
692,198.2803
693,814.1618
694,198.38718
695,849.49335
696,198.7158
697,863.46497
698,199.07027
699,853.7471
700,199.39713
701,829.07733
702,199.64557
703,787.8676
704,199.84384
705,729.76855
706,199.93054
707,672.5274
708,199.9491
709,602.29254
710,199.94691
711,518.334
712,199.92815
713,450.73764
714,197.77205
715,439.43655
716,197.76996
717,423.01633
718,197.81079
719,420.6953
720,197.90652
721,431.52646
722,198.02022
723,425.73807
724,198.39459
725,419.15417
726,198.56204
727,394.18433
728,198.82178
729,379.7747
730,199.00812
731,391.4979
732,199.18114
733,402.646
734,198.22668
735,486.78815
736,198.22995
737,518.8253
738,198.18007
739,553.48486
740,198.13332
741,601.26337
742,198.08264
743,633.974
744,198.17696
745,642.49243
746,198.30276
747,647.83014
748,198.39326
749,637.0941
750,198.51622
751,641.18677
752,197.86325
753,506.79047
754,197.87335
755,489.7605
756,197.99678
757,491.04236
758,198.1596
759,507.03113
760,198.01424
761,515.66077
762,197.90857
763,517.86804
764,198.6474
765,496.60498
766,198.6773
767,463.45383
768,198.8297
769,455.90347
770,198.96147
771,461.23642
772,198.85866
773,488.48148
774,198.69801
775,488.7535
776,198.15865
777,719.76605
778,198.14973
779,709.74585
780,198.24458
781,687.2263
782,198.34583
783,694.06616
784,198.4744
785,684.5201
786,198.72931
787,682.74963
788,199.02876
789,690.8177
790,198.86078
791,729.4834
792,198.61656
793,757.01666
794,198.50253
795,755.7571
796,198.3512
797,751.86804
798,198.2532
799,744.52344
800,198.27563
801,719.00336
802,198.29254
803,714.3077
804,198.3947
805,718.56586
806,198.51651
807,710.0399
808,198.97043
809,693.0281
810,198.57532
811,718.68097
812,198.41634
813,719.49963
814,198.31589
815,720.8599
816,319.2414
817,663.08704
818,319.25214
819,747.2013
820,319.27573
821,844.7919
822,319.31088
823,946.5327
824,319.39038
825,1048.7477
826,319.6037
827,1125.1301
828,319.91342
829,1184.1064
830,320.17535
831,1224.2576
832,320.54968
833,1233.8937
834,320.87872
835,1224.2642
836,321.12762
837,1178.1908
838,321.40268
839,1119.8112
840,321.57916
841,1042.2838
842,321.63855
843,937.91833
844,321.6752
845,865.8632
846,321.7285
847,758.2131
848,321.68567
849,674.712
850,319.56076
851,635.9144
852,319.65604
853,558.66736
854,319.95358
855,538.26807
856,320.2974
857,538.6501
858,320.5973
859,586.3992
860,320.89767
861,574.09326
862,321.08047
863,563.8429
864,321.26602
865,538.9066
866,321.4857
867,570.719
868,321.5644
869,609.9895
870,320.71902
871,643.9534
872,320.7085
873,718.2658
874,320.80115
875,772.3387
876,320.75015
877,842.1556
878,320.45493
879,883.8094
880,320.56226
881,898.9783
882,320.71548
883,909.28705
884,320.80353
885,899.9464
886,320.92828
887,879.7205
888,319.87616
889,655.39215
890,320.035
891,631.60144
892,320.17096
893,639.70544
894,320.33197
895,673.4053
896,320.21295
897,685.1936
898,320.03076
899,669.99036
900,320.92896
901,677.91235
902,321.04648
903,640.298
904,321.21542
905,649.3685
906,321.3015
907,663.95715
908,321.22995
909,688.29315
910,321.09247
911,688.52484
912,320.08936
913,978.93134
914,320.33997
915,975.6716
916,320.5609
917,971.77655
918,320.63968
919,986.1859
920,320.817
921,979.31226
922,320.95786
923,989.74866
924,321.09854
925,988.5531
926,320.94785
927,1035.5688
928,320.76746
929,1054.7991
930,320.64847
931,1070.8851
932,320.53165
933,1061.0054
934,320.30872
935,1042.1178
936,320.1559
937,985.3435
938,320.5302
939,996.0984
940,320.68573
941,1000.9158
942,320.79315
943,995.8992
944,321.01376
945,973.5338
946,320.8012
947,1026.022
948,320.64758
949,1025.3075
950,320.49265
951,1025.0223
952,1547.5603
953,1871.9321
954,1547.6302
955,2147.3118
956,1547.6893
957,2319.2751
958,1547.7866
959,2524.4492
960,1547.9269
961,2710.8657
962,1548.1157
963,2866.1135
964,1548.2838
965,3013.6653
966,1548.5082
967,3154.4707
968,1548.7822
969,3179.028
970,1549.1049
971,3108.4014
972,1549.3456
973,2997.3188
974,1549.5845
975,2854.839
976,1549.7672
977,2624.7603
978,1549.8882
979,2331.7537
980,1549.9188
981,2055.2417
982,1549.9291
983,1747.8531
984,1549.9181
985,1437.0859
986,1547.6188
987,1641.1074
988,1547.6635
989,1573.4639
990,1547.8169
991,1588.0713
992,1547.9979
993,1585.0431
994,1548.1638
995,1645.8058
996,1548.5338
997,1561.1353
998,1548.7562
999,1464.7512
1000,1548.9675
1001,1371.2845
1002,1549.2334
1003,1374.81
1004,1549.4639
1005,1440.2397
1006,1548.3645
1007,1786.5513
1008,1548.3578
1009,1963.6189
1010,1548.4163
1011,2134.8643
1012,1548.4332
1013,2319.4248
1014,1548.2137
1015,2379.2654
1016,1548.3553
1017,2389.6643
1018,1548.516
1019,2445.8652
1020,1548.6152
1021,2397.3706
1022,1548.8027
1023,2355.5132
1024,1547.7715
1025,1842.0978
1026,1547.9016
1027,1800.487
1028,1548.0356
1029,1773.7473
1030,1548.1483
1031,1846.243
1032,1548.0713
1033,1841.0421
1034,1547.8733
1035,1880.6099
1036,1548.7502
1037,1783.8969
1038,1548.8906
1039,1687.0325
1040,1549.071
1041,1645.2471
1042,1549.2102
1043,1660.4463
1044,1549.0902
1045,1714.7628
1046,1548.9655
1047,1790.4707
