Id,Predicted
0,122.27362
1,454.69785
2,147.1601
3,501.30215
4,144.1777
5,586.7013
6,111.66117
7,597.2422
8,202.91267
9,794.68866
10,173.53185
11,805.0616
12,254.14513
13,806.3987
14,333.0653
15,885.43805
16,295.32376
17,844.9018
18,494.42648
19,868.9458
20,538.4103
21,844.7573
22,569.59204
23,823.6696
24,576.90967
25,766.36127
26,589.037
27,724.353
28,621.84265
29,615.3364
30,632.34033
31,492.85858
32,626.10925
33,432.5112
34,182.22093
35,329.3946
36,210.47519
37,315.44727
38,203.80052
39,330.74417
40,268.96246
41,339.60522
42,283.34253
43,339.39148
44,449.98138
45,362.3023
46,441.75317
47,314.5348
48,474.8956
49,274.57684
50,568.5457
51,382.51685
52,576.045
53,345.3376
54,346.46982
55,396.4934
56,402.21506
57,491.56833
58,359.9281
59,552.7025
60,328.70023
61,565.36755
62,251.14645
63,640.41223
64,363.81314
65,677.5626
66,306.82117
67,619.56354
68,320.98154
69,692.9892
70,406.79205
71,637.52985
72,171.33983
73,373.2535
74,294.91125
75,468.08923
76,256.37085
77,386.1447
78,305.46802
79,421.1483
80,231.67635
81,385.1889
82,182.18784
83,372.54224
84,457.80417
85,446.09692
86,450.74442
87,441.95273
88,503.48657
89,498.04617
90,595.5558
91,494.39572
92,494.3551
93,493.54587
94,533.9581
95,381.7976
96,252.88458
97,749.4942
98,328.08633
99,753.9665
100,325.14816
101,696.06915
102,397.3002
103,807.3518
104,398.95197
105,701.1931
106,483.8874
107,777.95435
108,481.3099
109,763.77405
110,483.21716
111,814.02905
112,359.516
113,795.3904
114,329.2708
115,779.9287
116,241.72456
117,860.5859
118,338.08417
119,775.4555
120,261.96857
121,746.107
122,310.73322
123,722.51605
124,327.87238
125,738.31165
126,348.48346
127,797.14056
128,475.88324
129,718.6651
130,330.50574
131,746.5956
132,401.12738
133,760.48193
134,306.55048
135,780.7918
136,702.98035
137,839.6651
138,702.2733
139,934.49835
140,716.7753
141,984.4285
142,621.9458
143,1116.8684
144,767.08215
145,1208.4277
146,769.1559
147,1314.5559
148,952.7361
149,1263.0503
150,1087.8987
151,1305.5767
152,1137.5557
153,1305.1681
154,1402.1504
155,1299.4121
156,1492.0924
157,1294.085
158,1548.4696
159,1257.0962
160,1586.3291
161,1191.8435
162,1649.8416
163,1098.9747
164,1667.8374
165,984.71515
166,1713.2842
167,938.3606
168,1632.5953
169,847.3763
170,814.6768
171,711.1142
172,873.1969
173,679.8627
174,842.9671
175,716.4116
176,975.13696
177,717.3877
178,1084.3652
179,682.90173
180,1306.9944
181,753.4763
182,1370.9731
183,655.87573
184,1460.0903
185,691.2555
186,1546.6935
187,711.9648
188,1585.5269
189,741.2715
190,1176.9746
191,818.61554
192,1265.5587
193,878.87134
194,1139.5029
195,925.62225
196,1197.7524
197,1003.1826
198,1038.9229
199,1065.974
200,1150.7894
201,1071.3396
202,1156.5052
203,1055.9946
204,1246.9349
205,1105.4634
206,1280.8242
207,1030.3528
208,764.25793
209,799.5233
210,981.2272
211,805.44775
212,989.87616
213,759.9971
214,1014.79803
215,809.8955
216,955.069
217,780.49634
218,831.98944
219,784.10547
220,1322.1592
221,870.4854
222,1354.0548
223,788.7315
224,1435.5533
225,788.87195
226,1568.0271
227,853.376
228,1447.4572
229,846.17554
230,1422.1896
231,805.37024
232,953.06934
233,1174.0869
234,1081.5981
235,1139.2375
236,1172.6667
237,1174.8596
238,1210.3252
239,1134.5542
240,1213.8843
241,1146.9922
242,1392.5349
243,1144.5048
244,1425.9706
245,1167.9746
246,1414.0533
247,1229.2004
248,1220.3718
249,1228.2417
250,1195.4592
251,1235.003
252,1037.3904
253,1252.6726
254,1066.6809
255,1230.0704
256,968.79224
257,1173.0376
258,1073.0784
259,1127.3956
260,1202.1594
261,1173.0469
262,1245.9387
263,1192.7284
264,1391.6216
265,1208.3779
266,1203.8025
267,1167.3774
268,1239.0815
269,1223.6567
270,1059.6018
271,1204.4464
272,182.53268
273,171.12653
274,180.62808
275,213.81213
276,178.07053
277,251.02222
278,161.7559
279,271.4944
280,208.56491
281,318.71054
282,188.17017
283,344.15173
284,238.62004
285,334.9438
286,276.23013
287,364.8445
288,285.867
289,358.92334
290,365.19498
291,350.8441
292,394.15057
293,364.74136
294,417.88547
295,344.36557
296,429.86353
297,319.60236
298,447.77222
299,291.98474
300,438.2014
301,229.71457
302,456.5511
303,203.35252
304,442.48593
305,163.35764
306,192.70563
307,128.34518
308,221.92781
309,116.858665
310,224.82964
311,108.86305
312,256.8017
313,126.28796
314,272.4162
315,123.43319
316,336.5514
317,142.16992
318,364.82596
319,118.18218
320,401.50443
321,114.39093
322,414.81577
323,126.57836
324,417.9642
325,130.98831
326,299.5347
327,161.08475
328,311.10498
329,194.78844
330,295.26276
331,215.84703
332,302.62747
333,233.89859
334,255.89006
335,267.696
336,282.76654
337,269.10797
338,303.2731
339,254.1887
340,323.77454
341,283.1137
342,337.7057
343,261.97028
344,192.93234
345,152.73267
346,228.55104
347,161.96498
348,247.54842
349,153.61798
350,257.41156
351,153.26825
352,232.4046
353,166.21675
354,204.89207
355,171.15585
356,361.85455
357,189.43022
358,352.81287
359,166.70401
360,388.49985
361,165.65443
362,415.9533
363,171.05803
364,399.12473
365,176.55536
366,369.6737
367,156.46098
368,233.82915
369,305.23163
370,263.53656
371,304.62582
372,294.11575
373,299.75018
374,310.11963
375,301.77267
376,313.36102
377,273.88635
378,363.3358
379,309.58804
380,379.5996
381,313.96317
382,362.77844
383,321.9337
384,315.6211
385,328.72452
386,307.77725
387,333.19833
388,281.94012
389,337.61624
390,274.43103
391,320.34448
392,241.72064
393,307.32617
394,272.30383
395,295.19583
396,292.96478
397,304.8654
398,338.4157
399,311.25937
400,368.30624
401,310.32126
402,310.81665
403,300.42242
404,320.92764
405,326.10187
406,271.47498
407,319.24985
408,412.4326
409,680.4448
410,404.34952
411,791.8863
412,414.24927
413,875.90393
414,346.33337
415,972.20996
416,464.15097
417,1112.0698
418,430.74875
419,1224.7416
420,558.5318
421,1187.2083
422,608.2949
423,1264.3136
424,661.2081
425,1242.5889
426,876.82416
427,1251.9984
428,960.51373
429,1278.3647
430,998.2616
431,1226.941
432,1000.2318
433,1114.1675
434,1049.9335
435,1030.418
436,1038.5149
437,867.43854
438,1089.8987
439,775.4322
440,1050.4137
441,694.14874
442,446.5147
443,537.2019
444,491.76965
445,491.57602
446,493.02106
447,476.62952
448,601.23926
449,548.87714
450,632.3539
451,554.14136
452,796.7197
453,593.0255
454,840.31854
455,486.35562
456,946.0284
457,479.76343
458,990.0397
459,525.21423
460,984.52856
461,550.96454
462,700.4031
463,649.9857
464,734.6998
465,750.7876
466,655.09216
467,798.67664
468,718.2094
469,891.3035
470,600.3032
471,939.1555
472,659.91284
473,993.8868
474,715.5375
475,951.3494
476,756.5641
477,1005.70416
478,799.92584
479,937.4058
480,420.2746
481,631.5102
482,545.8725
483,664.9114
484,597.90247
485,591.99963
486,594.50195
487,631.03973
488,538.1774
489,644.9728
490,498.7019
491,652.09674
492,852.87897
493,722.61035
494,846.84656
495,658.431
496,899.84344
497,678.2081
498,999.0647
499,669.77527
500,923.5484
501,719.46924
502,884.20557
503,658.07367
504,530.66956
505,1088.9663
506,649.15265
507,1092.0669
508,654.78284
509,1086.5818
510,745.59186
511,1097.655
512,733.9943
513,1039.6924
514,850.2585
515,1119.1069
516,892.6476
517,1090.9921
518,827.4815
519,1159.5618
520,738.6655
521,1166.0653
522,734.16534
523,1185.3547
524,652.70667
525,1190.4849
526,605.6095
527,1145.4562
